Offspring ID,Loci typed,First parent non-exclusion probability,Parent pair non-exclusion probability,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
MR12TH_027,11, 5.81444825784791E-0008, 2.26633161705471E-0018,MR09A_1152,11,11,4,-1.41403747915112E+0000, 0.00000000000000E+0000,,MR09A_0253,11,11,3, 3.40729466002248E+0000, 5.12678345998556E-0002,+,11,6, 4.23199650812207E+0000, 1.67149316048019E+0000,-,
MR12TH_027,11, 5.81444825784791E-0008, 2.26633161705471E-0018,MR09A_0566,8,8,3,-3.15662950443023E+0000, 0.00000000000000E+0000,,MR09A_0253,11,11,3, 3.40729466002248E+0000, 5.12678345998556E-0002,+,11,5, 2.56050334764188E+0000, 0.00000000000000E+0000,,
MR12TH_027,11, 5.81444825784791E-0008, 2.26633161705471E-0018,MR09A_1152,11,11,4,-1.41403747915112E+0000, 0.00000000000000E+0000,,MR09A_1077,11,11,3, 2.21316817119703E+0000, 0.00000000000000E+0000,,11,6, 2.25178649990052E+0000, 0.00000000000000E+0000,,
MR12TH_027,11, 5.81444825784791E-0008, 2.26633161705471E-0018,MR09A_0511,11,11,5,-7.08217292355705E+0000, 0.00000000000000E+0000,,MR09A_0253,11,11,3, 3.40729466002248E+0000, 5.12678345998556E-0002,+,11,6, 8.18865750754908E-0001, 0.00000000000000E+0000,,
MR12TH_027,11, 5.81444825784791E-0008, 2.26633161705471E-0018,MR09A_0511,11,11,5,-7.08217292355705E+0000, 0.00000000000000E+0000,,MR09A_1077,11,11,3, 2.21316817119703E+0000, 0.00000000000000E+0000,,11,6, 3.76770619627267E-0001, 0.00000000000000E+0000,,
MR12TH_028,11, 6.86255771418107E-0008, 5.84661137698821E-0018,
MR12TH_029,11, 1.35174428819129E-0007, 3.34516725398218E-0019,
MR12TH_030,11, 1.37936585938441E-0007, 4.83310095831298E-0019,
MR12TH_031,11, 1.49382850288964E-0007, 4.47225965944913E-0019,
MR12TH_032,10, 3.75509569309836E-0007, 2.42455530283138E-0017,MR09A_0523,11,10,3,-1.44464344202467E+0000, 0.00000000000000E+0000,,MR09A_1322,11,10,4,-2.59646016714207E+0000, 0.00000000000000E+0000,,10,5, 2.22294307914352E+0000, 2.22294307914352E+0000,-,
